0, 607.0, 1571.0, 0.05
1, 616.0, 2025.0, 0.049
0, 747.0, 1757.0, 0.06
1, 714.0, 1524.0, 0.04
1, 771.0, 1585.0, 0.06
0, 575.0, 1690.0, 0.03
0, 634.0, 1599.0, 0.061
0, 983.0, 1476.0, 0.12
0, 612.0, 1742.25, 0.03
1, 764.0, 1924.0, 0.03
0, 740.4444444444445, 1814.3333333333333, 0.03311111111111112
0, 719.9733333333334, 1768.76, 0.03230666666666664
1, 887.4, 1800.0, 0.0318
0, 560.0, 1638.0, 0.03
0, 405.0, 2234.0, 0.031
0, 650.5714285714286, 1854.0, 0.030071428571428582
0, 620.0188679245283, 1622.245283018868, 0.03101886792452831
1, 538.0, 1441.0, 0.045
0, 1071.0, 2046.0, 0.03
0, 629.0, 1066.0, 0.029
0, 539.0, 1668.5, 0.035
1, 570.5, 1427.5, 0.0295
0, 1648.0, 2691.0, 0.03
0, 1183.5, 2004.5, 0.02975
1, 691.4, 1917.0, 0.030199999999999998
1, 509.0, 1675.3333333333333, 0.03
0, 468.0, 1719.0, 0.0295
1, 598.8888888888889, 1870.111111111111, 0.03422222222222223
0, 481.3333333333333, 1628.0, 0.03333333333333333
0, 491.0, 1509.0, 0.031
0, 509.0, 1414.0, 0.03
0, 702.4545454545455, 1955.7272727272727, 0.03181818181818182
0, 647.6363636363636, 1689.6363636363637, 0.030181818181818188
1, 839.0, 1983.0, 0.03
1, 720.6666666666666, 1760.3333333333333, 0.029833333333333333
0, 662.0, 1746.5, 0.0305
0, 670.25, 1645.0, 0.03025
0, 910.25, 1785.5, 0.03025
1, 1033.0, 1791.0, 0.03
0, 577.5, 1815.0, 0.0295
1, 739.53125, 1767.84375, 0.040281250000000005
0, 629.0, 1874.0, 0.029
0, 499.375, 1722.125, 0.029625
0, 1124.2307692307693, 2258.4615384615386, 0.030307692307692317
0, 494.25, 1806.875, 0.029875
1, 494.0, 1411.0, 0.03
0, 1001.6, 1821.4, 0.030700000000000005
1, 507.0, 1761.5, 0.03
0, 530.0, 1589.0, 0.03
0, 949.0, 2229.0, 0.03
1, 489.0, 1759.5, 0.0305
1, 1338.5, 2218.0, 0.0295
1, 679.6666666666666, 1874.3333333333333, 0.030222222222222223
1, 548.5714285714286, 1697.857142857143, 0.033
0, 598.3333333333334, 1657.0, 0.03666666666666667
